# mock spectrum  center=2440000000Hz  rate=2400000Hz  bins=512
freq_hz,power_dbm
2440227788.650,-94.808
2440232485.323,-94.216
2440237181.996,-96.253
2440241878.669,-94.814
2440246575.342,-93.841
2440251272.016,-93.757
2440255968.689,-96.761
2440260665.362,-94.611
2440265362.035,-92.972
2440270058.708,-91.150
2440274755.382,-95.598
2440279452.055,-95.983
2440284148.728,-96.055
2440288845.401,-95.666
2440293542.074,-96.186
2440298238.748,-93.883
2440302935.421,-95.679
2440307632.094,-95.781
2440312328.767,-93.463
2440317025.440,-95.244
2440321722.114,-93.714
2440326418.787,-98.582
2440331115.460,-95.533
2440335812.133,-94.550
2440340508.806,-95.758
2440345205.479,-96.366
2440349902.153,-96.016
2440354598.826,-92.426
2440359295.499,-94.102
2440363992.172,-97.595
2440368688.845,-95.946
2440373385.519,-94.273
2440378082.192,-93.530
2440382778.865,-93.404
2440387475.538,-95.766
2440392172.211,-94.177
2440396868.885,-95.639
2440401565.558,-95.447
2440406262.231,-93.360
2440410958.904,-96.741
2440415655.577,-95.241
2440420352.250,-97.048
2440425048.924,-92.452
2440429745.597,-96.016
2440434442.270,-97.767
2440439138.943,-93.592
2440443835.616,-97.510
2440448532.290,-97.762
2440453228.963,-97.343
2440457925.636,-94.207
2440462622.309,-92.747
2440467318.982,-96.074
2440472015.656,-95.430
2440476712.329,-96.462
2440481409.002,-97.698
2440486105.675,-95.584
2440490802.348,-96.539
2440495499.022,-98.087
2440500195.695,-92.502
2440504892.368,-95.587
2440509589.041,-95.525
2440514285.714,-96.161
2440518982.387,-91.102
2440523679.061,-96.350
2440528375.734,-95.117
2440533072.407,-94.886
2440537769.080,-95.625
2440542465.753,-96.697
2440547162.427,-96.591
2440551859.100,-93.298
2440556555.773,-95.526
2440561252.446,-94.827
2440565949.119,-94.147
2440570645.793,-96.520
2440575342.466,-94.286
2440580039.139,-94.020
2440584735.812,-97.013
2440589432.485,-95.389
2440594129.159,-92.110
2440598825.832,-94.359
2440603522.505,-95.332
2440608219.178,-95.546
2440612915.851,-94.793
2440617612.524,-94.713
2440622309.198,-95.905
2440627005.871,-93.637
2440631702.544,-94.250
2440636399.217,-94.002
2440641095.890,-96.368
2440645792.564,-94.340
2440650489.237,-96.605
2440655185.910,-94.521
2440659882.583,-96.377
2440664579.256,-95.288
2440669275.930,-96.121
2440673972.603,-94.884
2440678669.276,-95.507
2440683365.949,-94.412
2440688062.622,-92.726
2440692759.295,-95.816
2440697455.969,-97.265
2440702152.642,-93.809
2440706849.315,-95.635
2440711545.988,-94.855
2440716242.661,-94.978
2440720939.335,-94.008
2440725636.008,-96.539
2440730332.681,-93.326
2440735029.354,-93.231
2440739726.027,-95.005
2440744422.701,-93.177
2440749119.374,-97.168
2440753816.047,-94.345
2440758512.720,-94.452
2440763209.393,-93.960
2440767906.067,-95.184
2440772602.740,-95.171
2440777299.413,-95.499
2440781996.086,-93.144
2440786692.759,-96.874
2440791389.432,-96.336
2440796086.106,-93.672
2440800782.779,-93.128
2440805479.452,-93.952
2440810176.125,-95.359
2440814872.798,-94.116
2440819569.472,-97.694
2440824266.145,-95.353
2440828962.818,-94.110
2440833659.491,-96.261
2440838356.164,-95.712
2440843052.838,-95.285
2440847749.511,-96.133
2440852446.184,-96.590
2440857142.857,-96.392
2440861839.530,-94.658
2440866536.204,-94.474
2440871232.877,-93.921
2440875929.550,-94.564
2440880626.223,-93.462
2440885322.896,-93.605
2440890019.569,-95.345
2440894716.243,-93.818
2440899412.916,-96.037
2440904109.589,-94.038
2440908806.262,-94.911
2440913502.935,-93.382
2440918199.609,-95.742
2440922896.282,-95.246
2440927592.955,-94.044
2440932289.628,-97.810
2440936986.301,-94.885
2440941682.975,-94.704
2440946379.648,-96.240
2440951076.321,-96.056
2440955772.994,-96.111
2440960469.667,-96.157
2440965166.341,-94.881
2440969863.014,-93.910
2440974559.687,-97.637
2440979256.360,-95.375
2440983953.033,-96.278
2440988649.706,-94.841
2440993346.380,-92.806
2440998043.053,-95.224
2441002739.726,-95.749
2441007436.399,-93.302
2441012133.072,-94.714
2441016829.746,-95.786
2441021526.419,-96.068
2441026223.092,-93.043
2441030919.765,-95.473
2441035616.438,-95.355
2441040313.112,-95.329
2441045009.785,-93.175
2441049706.458,-94.791
2441054403.131,-96.745
2441059099.804,-93.009
2441063796.477,-95.747
2441068493.151,-97.401
2441073189.824,-95.930
2441077886.497,-94.802
2441082583.170,-94.832
2441087279.843,-95.567
2441091976.517,-94.628
2441096673.190,-95.752
2441101369.863,-95.705
2441106066.536,-94.742
2441110763.209,-97.349
2441115459.883,-95.363
2441120156.556,-96.169
2441124853.229,-95.218
2441129549.902,-96.242
2441134246.575,-96.095
2441138943.249,-95.665
2441143639.922,-93.421
2441148336.595,-95.489
2441153033.268,-93.101
2441157729.941,-96.357
2441162426.614,-94.386
2441167123.288,-95.240
2441171819.961,-95.748
2441176516.634,-94.555
2441181213.307,-93.695
2441185909.980,-94.808
2441190606.654,-96.126
2441195303.327,-94.977
2441200000.000,-94.884
