# mock spectrum  center=2440000000Hz  rate=2400000Hz  bins=512
freq_hz,power_dbm
2439880234.834,-95.067
2439884931.507,-96.403
2439889628.180,-95.093
2439894324.853,-94.944
2439899021.526,-97.876
2439903718.200,-95.177
2439908414.873,-93.460
2439913111.546,-95.213
2439917808.219,-95.463
2439922504.892,-94.632
2439927201.566,-98.326
2439931898.239,-95.577
2439936594.912,-95.563
2439941291.585,-96.086
2439945988.258,-98.214
2439950684.932,-96.488
2439955381.605,-94.469
2439960078.278,-94.526
2439964774.951,-92.751
2439969471.624,-94.819
2439974168.297,-96.141
2439978864.971,-95.870
2439983561.644,-95.325
2439988258.317,-93.275
2439992954.990,-95.850
2439997651.663,-93.994
2440002348.337,-93.772
2440007045.010,-94.447
2440011741.683,-96.576
2440016438.356,-93.029
2440021135.029,-95.151
2440025831.703,-94.126
2440030528.376,-95.872
2440035225.049,-93.639
2440039921.722,-95.475
2440044618.395,-94.582
2440049315.068,-94.819
2440054011.742,-93.499
2440058708.415,-97.000
2440063405.088,-96.839
2440068101.761,-94.209
2440072798.434,-98.197
2440077495.108,-93.498
2440082191.781,-96.705
2440086888.454,-93.227
2440091585.127,-95.673
2440096281.800,-95.478
2440100978.474,-93.690
2440105675.147,-92.074
2440110371.820,-96.258
2440115068.493,-96.527
2440119765.166,-93.338
2440124461.840,-93.690
2440129158.513,-94.699
2440133855.186,-97.833
2440138551.859,-95.966
2440143248.532,-94.135
2440147945.205,-94.304
2440152641.879,-94.950
2440157338.552,-95.526
2440162035.225,-94.552
2440166731.898,-94.498
2440171428.571,-93.583
2440176125.245,-94.044
2440180821.918,-93.970
2440185518.591,-90.295
2440190215.264,-92.872
2440194911.937,-92.086
2440199608.611,-93.665
2440204305.284,-91.951
2440209001.957,-92.605
2440213698.630,-91.695
2440218395.303,-94.547
2440223091.977,-89.475
2440227788.650,-88.883
2440232485.323,-91.072
2440237181.996,-91.990
2440241878.669,-89.312
2440246575.342,-86.846
2440251272.016,-88.142
2440255968.689,-88.515
2440260665.362,-83.983
2440265362.035,-84.886
2440270058.708,-84.177
2440274755.382,-85.241
2440279452.055,-82.020
2440284148.728,-82.099
2440288845.401,-79.474
2440293542.074,-81.777
2440298238.748,-80.079
2440302935.421,-77.721
2440307632.094,-76.966
2440312328.767,-75.784
2440317025.440,-75.704
2440321722.114,-73.439
2440326418.787,-71.628
2440331115.460,-72.203
2440335812.133,-70.619
2440340508.806,-67.708
2440345205.479,-65.786
2440349902.153,-66.929
2440354598.826,-64.035
2440359295.499,-63.885
2440363992.172,-62.445
2440368688.845,-64.575
2440373385.519,-61.610
2440378082.192,-59.990
2440382778.865,-58.242
2440387475.538,-58.500
2440392172.211,-57.195
2440396868.885,-59.497
2440401565.558,-57.858
2440406262.231,-56.528
2440410958.904,-57.570
2440415655.577,-57.847
2440420352.250,-56.837
2440425048.924,-56.493
2440429745.597,-56.651
2440434442.270,-58.161
2440439138.943,-61.808
2440443835.616,-59.585
2440448532.290,-59.621
2440453228.963,-62.015
2440457925.636,-60.468
2440462622.309,-59.502
2440467318.982,-62.457
2440472015.656,-65.331
2440476712.329,-64.857
2440481409.002,-66.706
2440486105.675,-67.039
2440490802.348,-69.916
2440495499.022,-69.625
2440500195.695,-72.297
2440504892.368,-73.868
2440509589.041,-71.325
2440514285.714,-75.377
2440518982.387,-77.773
2440523679.061,-77.179
2440528375.734,-75.768
2440533072.407,-79.167
2440537769.080,-80.133
2440542465.753,-80.772
2440547162.427,-80.999
2440551859.100,-83.487
2440556555.773,-83.765
2440561252.446,-83.196
2440565949.119,-87.925
2440570645.793,-85.380
2440575342.466,-87.364
2440580039.139,-88.888
2440584735.812,-86.258
2440589432.485,-86.568
2440594129.159,-85.031
2440598825.832,-84.792
2440603522.505,-81.300
2440608219.178,-79.484
2440612915.851,-77.513
2440617612.524,-77.416
2440622309.198,-74.439
2440627005.871,-70.456
2440631702.544,-69.282
2440636399.217,-68.533
2440641095.890,-64.689
2440645792.564,-61.475
2440650489.237,-60.392
2440655185.910,-59.452
2440659882.583,-61.193
2440664579.256,-60.983
2440669275.930,-60.075
2440673972.603,-63.525
2440678669.276,-64.531
2440683365.949,-68.832
2440688062.622,-69.195
2440692759.295,-71.601
2440697455.969,-74.643
2440702152.642,-80.378
2440706849.315,-79.699
2440711545.988,-85.975
2440716242.661,-84.715
2440720939.335,-90.973
2440725636.008,-91.302
2440730332.681,-91.281
2440735029.354,-91.533
2440739726.027,-95.550
2440744422.701,-91.579
2440749119.374,-92.634
2440753816.047,-94.309
2440758512.720,-92.138
2440763209.393,-93.631
2440767906.067,-96.565
2440772602.740,-94.684
2440777299.413,-96.313
2440781996.086,-94.257
2440786692.759,-91.740
2440791389.432,-96.155
2440796086.106,-93.033
2440800782.779,-93.285
2440805479.452,-92.900
2440810176.125,-94.671
2440814872.798,-96.454
2440819569.472,-95.292
2440824266.145,-96.595
2440828962.818,-95.447
2440833659.491,-94.957
2440838356.164,-96.422
2440843052.838,-94.243
2440847749.511,-97.216
2440852446.184,-96.321
2440857142.857,-96.123
2440861839.530,-97.017
2440866536.204,-93.698
2440871232.877,-94.170
2440875929.550,-93.982
2440880626.223,-96.149
2440885322.896,-95.062
2440890019.569,-95.795
2440894716.243,-93.681
2440899412.916,-93.640
2440904109.589,-96.178
2440908806.262,-91.497
2440913502.935,-97.244
2440918199.609,-94.585
2440922896.282,-92.056
2440927592.955,-92.776
2440932289.628,-92.660
2440936986.301,-95.049
2440941682.975,-94.658
2440946379.648,-92.934
2440951076.321,-93.245
2440955772.994,-93.353
2440960469.667,-92.815
2440965166.341,-93.468
2440969863.014,-96.647
2440974559.687,-94.655
2440979256.360,-92.598
2440983953.033,-93.626
2440988649.706,-94.581
2440993346.380,-93.681
2440998043.053,-93.635
2441002739.726,-93.845
2441007436.399,-94.151
2441012133.072,-93.288
2441016829.746,-93.671
2441021526.419,-96.507
2441026223.092,-96.031
2441030919.765,-95.405
2441035616.438,-94.389
2441040313.112,-94.072
2441045009.785,-94.474
2441049706.458,-94.983
2441054403.131,-91.998
2441059099.804,-96.230
2441063796.477,-96.365
2441068493.151,-96.677
2441073189.824,-93.583
2441077886.497,-97.240
2441082583.170,-94.225
2441087279.843,-94.636
2441091976.517,-93.834
2441096673.190,-94.383
2441101369.863,-94.227
2441106066.536,-96.273
2441110763.209,-94.630
2441115459.883,-94.880
2441120156.556,-94.989
2441124853.229,-95.827
2441129549.902,-92.837
2441134246.575,-93.421
2441138943.249,-97.312
2441143639.922,-94.595
2441148336.595,-92.797
2441153033.268,-93.171
2441157729.941,-93.937
2441162426.614,-95.118
2441167123.288,-94.542
2441171819.961,-95.934
2441176516.634,-93.790
2441181213.307,-94.673
2441185909.980,-92.973
2441190606.654,-94.828
2441195303.327,-94.206
2441200000.000,-94.053
