# mock spectrum  center=2440000000Hz  rate=2400000Hz  bins=512
freq_hz,power_dbm
2439523287.671,-95.189
2439527984.344,-96.044
2439532681.018,-94.589
2439537377.691,-95.522
2439542074.364,-93.689
2439546771.037,-94.226
2439551467.710,-92.307
2439556164.384,-97.332
2439560861.057,-95.039
2439565557.730,-94.755
2439570254.403,-96.176
2439574951.076,-96.164
2439579647.750,-95.559
2439584344.423,-92.952
2439589041.096,-96.854
2439593737.769,-95.794
2439598434.442,-98.014
2439603131.115,-95.077
2439607827.789,-95.612
2439612524.462,-95.350
2439617221.135,-97.023
2439621917.808,-92.690
2439626614.481,-97.938
2439631311.155,-94.931
2439636007.828,-94.129
2439640704.501,-93.138
2439645401.174,-94.988
2439650097.847,-95.292
2439654794.521,-92.949
2439659491.194,-96.896
2439664187.867,-97.252
2439668884.540,-96.042
2439673581.213,-96.079
2439678277.886,-92.881
2439682974.560,-95.113
2439687671.233,-93.781
2439692367.906,-94.343
2439697064.579,-94.965
2439701761.252,-96.378
2439706457.926,-94.409
2439711154.599,-92.126
2439715851.272,-96.158
2439720547.945,-95.532
2439725244.618,-94.013
2439729941.292,-96.623
2439734637.965,-92.721
2439739334.638,-92.387
2439744031.311,-94.110
2439748727.984,-94.944
2439753424.658,-94.089
2439758121.331,-96.017
2439762818.004,-92.284
2439767514.677,-95.731
2439772211.350,-93.719
2439776908.023,-93.727
2439781604.697,-92.572
2439786301.370,-89.609
2439790998.043,-90.177
2439795694.716,-91.167
2439800391.389,-91.667
2439805088.063,-90.108
2439809784.736,-89.665
2439814481.409,-90.909
2439819178.082,-87.064
2439823874.755,-87.467
2439828571.429,-85.908
2439833268.102,-88.321
2439837964.775,-87.286
2439842661.448,-86.873
2439847358.121,-83.385
2439852054.795,-85.550
2439856751.468,-83.756
2439861448.141,-81.946
2439866144.814,-82.528
2439870841.487,-81.130
2439875538.160,-80.636
2439880234.834,-75.934
2439884931.507,-79.611
2439889628.180,-77.378
2439894324.853,-80.691
2439899021.526,-78.592
2439903718.200,-75.136
2439908414.873,-76.331
2439913111.546,-77.073
2439917808.219,-76.505
2439922504.892,-75.017
2439927201.566,-74.629
2439931898.239,-75.772
2439936594.912,-74.423
2439941291.585,-74.174
2439945988.258,-75.739
2439950684.932,-74.629
2439955381.605,-75.488
2439960078.278,-76.292
2439964774.951,-77.024
2439969471.624,-76.473
2439974168.297,-76.824
2439978864.971,-78.002
2439983561.644,-76.800
2439988258.317,-78.643
2439992954.990,-79.026
2439997651.663,-78.388
2440002348.337,-82.858
2440007045.010,-78.432
2440011741.683,-82.700
2440016438.356,-79.928
2440021135.029,-84.129
2440025831.703,-82.717
2440030528.376,-83.340
2440035225.049,-84.255
2440039921.722,-85.784
2440044618.395,-88.556
2440049315.068,-87.562
2440054011.742,-85.475
2440058708.415,-90.328
2440063405.088,-88.667
2440068101.761,-89.090
2440072798.434,-91.078
2440077495.108,-89.233
2440082191.781,-89.066
2440086888.454,-88.674
2440091585.127,-91.643
2440096281.800,-94.114
2440100978.474,-94.466
2440105675.147,-91.949
2440110371.820,-92.748
2440115068.493,-92.713
2440119765.166,-92.110
2440124461.840,-92.631
2440129158.513,-97.357
2440133855.186,-92.480
2440138551.859,-92.814
2440143248.532,-94.079
2440147945.205,-96.119
2440152641.879,-92.602
2440157338.552,-95.099
2440162035.225,-97.379
2440166731.898,-93.090
2440171428.571,-96.079
2440176125.245,-95.976
2440180821.918,-94.656
2440185518.591,-96.801
2440190215.264,-93.162
2440194911.937,-93.511
2440199608.611,-94.609
2440204305.284,-96.545
2440209001.957,-95.788
2440213698.630,-95.844
2440218395.303,-94.613
2440223091.977,-94.908
2440227788.650,-93.641
2440232485.323,-95.962
2440237181.996,-96.731
2440241878.669,-95.576
2440246575.342,-96.544
2440251272.016,-93.579
2440255968.689,-96.586
2440260665.362,-95.678
2440265362.035,-95.574
2440270058.708,-94.510
2440274755.382,-93.638
2440279452.055,-95.013
2440284148.728,-93.251
2440288845.401,-96.022
2440293542.074,-96.703
2440298238.748,-95.340
2440302935.421,-96.014
2440307632.094,-94.567
2440312328.767,-93.639
2440317025.440,-94.820
2440321722.114,-92.692
2440326418.787,-94.935
2440331115.460,-95.874
2440335812.133,-93.851
2440340508.806,-95.982
2440345205.479,-94.036
2440349902.153,-95.224
2440354598.826,-92.728
2440359295.499,-95.714
2440363992.172,-91.817
2440368688.845,-95.678
2440373385.519,-95.820
2440378082.192,-96.667
2440382778.865,-94.613
2440387475.538,-93.672
2440392172.211,-94.703
2440396868.885,-91.749
2440401565.558,-95.383
2440406262.231,-92.657
2440410958.904,-95.060
2440415655.577,-94.838
2440420352.250,-98.234
2440425048.924,-95.745
2440429745.597,-94.178
2440434442.270,-95.346
2440439138.943,-95.075
2440443835.616,-92.213
2440448532.290,-95.196
2440453228.963,-94.429
2440457925.636,-91.883
2440462622.309,-94.328
2440467318.982,-91.553
2440472015.656,-95.211
2440476712.329,-96.912
2440481409.002,-94.984
2440486105.675,-95.133
2440490802.348,-96.684
2440495499.022,-97.294
2440500195.695,-95.443
2440504892.368,-96.208
2440509589.041,-97.919
2440514285.714,-96.340
2440518982.387,-95.398
2440523679.061,-96.785
2440528375.734,-94.246
2440533072.407,-95.417
2440537769.080,-95.678
2440542465.753,-92.862
2440547162.427,-95.765
2440551859.100,-97.022
2440556555.773,-99.013
2440561252.446,-92.739
2440565949.119,-96.075
2440570645.793,-93.677
2440575342.466,-93.195
2440580039.139,-94.176
2440584735.812,-95.049
2440589432.485,-96.142
2440594129.159,-94.930
2440598825.832,-95.846
2440603522.505,-94.652
2440608219.178,-96.193
2440612915.851,-94.535
2440617612.524,-93.946
2440622309.198,-97.548
2440627005.871,-95.012
2440631702.544,-97.123
2440636399.217,-96.253
2440641095.890,-95.096
2440645792.564,-95.375
2440650489.237,-95.223
2440655185.910,-96.499
2440659882.583,-96.305
2440664579.256,-94.297
2440669275.930,-95.634
2440673972.603,-95.618
2440678669.276,-95.270
2440683365.949,-96.853
2440688062.622,-95.446
2440692759.295,-94.854
2440697455.969,-92.968
2440702152.642,-95.898
2440706849.315,-93.662
2440711545.988,-94.729
2440716242.661,-94.047
2440720939.335,-94.589
2440725636.008,-93.419
2440730332.681,-94.435
2440735029.354,-91.842
2440739726.027,-94.235
2440744422.701,-95.237
2440749119.374,-97.272
2440753816.047,-94.506
2440758512.720,-96.556
2440763209.393,-99.333
2440767906.067,-94.340
2440772602.740,-94.330
2440777299.413,-92.109
2440781996.086,-95.815
2440786692.759,-95.004
2440791389.432,-94.038
2440796086.106,-96.359
2440800782.779,-93.421
2440805479.452,-94.502
2440810176.125,-94.920
2440814872.798,-95.260
2440819569.472,-97.490
2440824266.145,-95.503
2440828962.818,-96.682
2440833659.491,-93.786
2440838356.164,-94.602
2440843052.838,-94.464
2440847749.511,-95.417
2440852446.184,-93.599
2440857142.857,-96.065
2440861839.530,-94.557
2440866536.204,-94.506
2440871232.877,-97.167
2440875929.550,-96.220
2440880626.223,-94.442
2440885322.896,-94.171
2440890019.569,-93.364
2440894716.243,-97.826
2440899412.916,-93.962
2440904109.589,-92.676
2440908806.262,-95.864
2440913502.935,-94.551
2440918199.609,-93.885
2440922896.282,-97.526
2440927592.955,-93.250
2440932289.628,-97.706
2440936986.301,-96.879
2440941682.975,-94.000
2440946379.648,-96.415
2440951076.321,-96.722
2440955772.994,-97.579
2440960469.667,-96.319
2440965166.341,-94.491
2440969863.014,-95.841
2440974559.687,-95.401
2440979256.360,-93.991
2440983953.033,-93.125
2440988649.706,-94.729
2440993346.380,-94.297
2440998043.053,-98.068
2441002739.726,-93.731
2441007436.399,-95.271
2441012133.072,-95.449
2441016829.746,-94.747
2441021526.419,-96.677
2441026223.092,-94.057
2441030919.765,-93.935
2441035616.438,-94.909
2441040313.112,-96.163
2441045009.785,-95.083
2441049706.458,-94.967
2441054403.131,-96.956
2441059099.804,-95.033
2441063796.477,-93.574
2441068493.151,-95.611
2441073189.824,-98.150
2441077886.497,-93.073
2441082583.170,-94.962
2441087279.843,-95.444
2441091976.517,-96.665
2441096673.190,-96.422
2441101369.863,-94.699
2441106066.536,-95.339
2441110763.209,-96.348
2441115459.883,-94.803
2441120156.556,-92.806
2441124853.229,-97.425
2441129549.902,-96.031
2441134246.575,-95.848
2441138943.249,-93.078
2441143639.922,-93.080
2441148336.595,-98.063
2441153033.268,-96.663
2441157729.941,-94.460
2441162426.614,-93.546
2441167123.288,-94.999
2441171819.961,-95.701
2441176516.634,-94.046
2441181213.307,-94.953
2441185909.980,-93.937
2441190606.654,-95.966
2441195303.327,-94.994
2441200000.000,-94.233
