# mock spectrum  center=2440000000Hz  rate=2400000Hz  bins=512
freq_hz,power_dbm
2440612915.851,-95.338
2440617612.524,-95.899
2440622309.198,-93.919
2440627005.871,-95.440
2440631702.544,-94.137
2440636399.217,-97.259
2440641095.890,-92.662
2440645792.564,-94.000
2440650489.237,-91.963
2440655185.910,-94.403
2440659882.583,-93.786
2440664579.256,-96.410
2440669275.930,-94.631
2440673972.603,-95.973
2440678669.276,-96.659
2440683365.949,-95.328
2440688062.622,-97.014
2440692759.295,-94.043
2440697455.969,-94.957
2440702152.642,-91.852
2440706849.315,-94.913
2440711545.988,-97.208
2440716242.661,-96.251
2440720939.335,-94.447
2440725636.008,-95.812
2440730332.681,-95.458
2440735029.354,-95.243
2440739726.027,-95.149
2440744422.701,-94.871
2440749119.374,-94.612
2440753816.047,-90.736
2440758512.720,-93.132
2440763209.393,-93.363
2440767906.067,-94.197
2440772602.740,-95.077
2440777299.413,-98.311
2440781996.086,-94.879
2440786692.759,-92.537
2440791389.432,-93.601
2440796086.106,-96.642
2440800782.779,-92.710
2440805479.452,-96.581
2440810176.125,-93.708
2440814872.798,-95.964
2440819569.472,-96.006
2440824266.145,-93.758
2440828962.818,-94.705
2440833659.491,-97.604
2440838356.164,-94.579
2440843052.838,-97.013
2440847749.511,-96.371
2440852446.184,-93.040
2440857142.857,-93.708
2440861839.530,-92.972
2440866536.204,-95.297
2440871232.877,-94.664
2440875929.550,-93.595
2440880626.223,-91.723
2440885322.896,-96.319
2440890019.569,-95.127
2440894716.243,-94.266
2440899412.916,-93.885
2440904109.589,-96.153
2440908806.262,-95.451
2440913502.935,-94.803
2440918199.609,-96.374
2440922896.282,-97.346
2440927592.955,-92.067
2440932289.628,-92.626
2440936986.301,-96.433
2440941682.975,-94.292
2440946379.648,-94.118
2440951076.321,-95.364
2440955772.994,-95.475
2440960469.667,-93.286
2440965166.341,-92.239
2440969863.014,-96.716
2440974559.687,-96.862
2440979256.360,-95.016
2440983953.033,-96.333
2440988649.706,-92.594
2440993346.380,-94.031
2440998043.053,-97.470
2441002739.726,-96.241
2441007436.399,-90.837
2441012133.072,-97.140
2441016829.746,-91.602
2441021526.419,-96.179
2441026223.092,-95.542
2441030919.765,-92.932
2441035616.438,-94.780
2441040313.112,-93.636
2441045009.785,-94.647
2441049706.458,-95.932
2441054403.131,-93.288
2441059099.804,-95.551
2441063796.477,-92.110
2441068493.151,-95.183
2441073189.824,-95.248
2441077886.497,-93.964
2441082583.170,-95.711
2441087279.843,-94.686
2441091976.517,-96.950
2441096673.190,-92.272
2441101369.863,-92.407
2441106066.536,-96.207
2441110763.209,-94.783
2441115459.883,-94.612
2441120156.556,-94.606
2441124853.229,-96.847
2441129549.902,-94.419
2441134246.575,-93.142
2441138943.249,-93.105
2441143639.922,-95.435
2441148336.595,-91.596
2441153033.268,-92.073
2441157729.941,-95.084
2441162426.614,-94.147
2441167123.288,-96.227
2441171819.961,-94.843
2441176516.634,-93.489
2441181213.307,-94.708
2441185909.980,-96.108
2441190606.654,-92.933
2441195303.327,-92.910
2441200000.000,-95.313
